GeneID,Base mean,log2(FC),StdErr,Wald-Stats,PVal,AdjP,% WT
Pank4,406.3237633,-0.61487227,0.186613892,-3.294890132,0.000984602,0.006197543,
Col6a1,6144.637053,0.444556244,0.134946313,3.294319311,0.000986604,0.006208203,
Rrp12,723.614581,0.480521753,0.145876709,3.294026554,0.000987632,0.006212731,
Tiprl,1278.978096,0.649793207,0.197306809,3.293313643,0.00099014,0.006226562,
RP23-373N8.8,11.95276841,1.660585643,0.504352491,3.292510047,0.000992973,0.006242433,
Phf5a,1313.266612,-0.4602711,0.13982561,-3.291751058,0.000995657,0.00625735,
Pcdhgb1,130.5999628,1.12505184,0.341873938,3.290838274,0.000998893,0.00627573,
Rtn2,1206.281539,-1.297085273,0.394182014,-3.290574477,0.00099983,0.006279658,
Rian,24474.16395,0.467282635,0.142013758,3.290403981,0.001000436,0.006281505,
Dnlz,1870.96765,-0.439297509,0.133523982,-3.29002702,0.001001778,0.006281795,
Gnl3l,3561.129815,0.518879031,0.157710727,3.290068099,0.001001631,0.006281795,
Rbm41,56.70201016,1.349244876,0.410110728,3.289952651,0.001002042,0.006281795,
Rtn3,77.84248707,1.047820305,0.318478738,3.290079309,0.001001591,0.006281795,
Zmynd11,2582.310636,0.444097555,0.134976494,3.290184408,0.001001217,0.006281795,
Mras,71.25647591,1.304482817,0.39656721,3.289436908,0.001003881,0.00629136,
Pla2g16,434.2599946,-0.725355718,0.22061596,-3.287866012,0.001009499,0.006324601,
Gnpda2,88.10226314,1.150192227,0.349991454,3.286343752,0.001014971,0.006354928,
Tle3,2064.077361,0.448417379,0.136445473,3.286421821,0.001014689,0.006354928,
Pik3ap1,32.9849518,1.394781562,0.424443957,3.286138341,0.001015711,0.006357588,
Copz2,141.1482282,-1.138794332,0.346567229,-3.285926186,0.001016476,0.006360401,
Ldb2,3472.390739,0.374614231,0.114015556,3.285641406,0.001017505,0.006364856,
Syndig1,264.9052976,-0.65599035,0.199660465,-3.285529512,0.001017909,0.006365407,
Dnah1,124.9929492,0.915036128,0.278654465,3.28376625,0.001024298,0.006401388,
Fzd10,110.288372,1.216146184,0.370342011,3.283846142,0.001024008,0.006401388,
Psmb5,5460.521622,-0.459070198,0.139806577,-3.283609465,0.001024868,0.006402963,
Tcf7l2,257.8649724,-0.778698016,0.237194883,-3.282946101,0.001027283,0.006416058,
Zfyve28,873.255434,0.531442807,0.16189632,3.282612036,0.001028501,0.006421674,
Tubg2,1220.762375,-0.442081027,0.134682467,-3.282394794,0.001029294,0.006424631,
Rmst,65.12399795,-1.617881906,0.493037551,-3.281457779,0.00103272,0.006444018,
Fkbp11,119.2709276,-1.052996554,0.320902346,-3.281361343,0.001033073,0.006444225,
Phactr2,166.2242406,0.789086495,0.240574929,3.28000302,0.00103806,0.006473326,
Gm3893,24.8030609,1.671580213,0.509693661,3.279578186,0.001039624,0.006481074,
Phtf1os,152.8534588,-0.812614551,0.24783202,-3.278892502,0.001042153,0.006494831,
Rmnd5b,1571.039797,-0.383460333,0.117013601,-3.277057789,0.001048949,0.00653516,
Arhgef12,2601.869064,0.427123553,0.130347597,3.276804201,0.001049891,0.006539009,
AC134551.1,15.33307674,-1.665343441,0.508321508,-3.276161671,0.001052283,0.006549852,
Cltb,3122.178036,-0.470568641,0.143631428,-3.27622338,0.001052053,0.006549852,
Ethe1,287.1391492,-0.63915217,0.1951095,-3.275863916,0.001053393,0.006554735,
RP23-283E4.1,17.82502808,-1.635872087,0.499435223,-3.275443965,0.00105496,0.00656246,
Pold4,850.8342408,-0.493205251,0.150585104,-3.27525923,0.001055651,0.006564725,
Cntn5,59.80723129,1.289650758,0.393855067,3.274429773,0.001058755,0.006581732,
Pogz,888.6555717,0.469029745,0.143243451,3.274353851,0.001059039,0.006581732,
Plac9a,25.81379763,1.595533148,0.487328093,3.274043034,0.001060205,0.006585099,
Tatdn2,674.4762859,-0.676137274,0.206514982,-3.274034971,0.001060235,0.006585099,
Ankrd46,4355.920912,0.326208466,0.099653726,3.273419644,0.001062546,0.006597418,
Slc25a51,2698.211355,0.347618499,0.106210398,3.272923417,0.001064413,0.006606974,
Dmap1,869.5328905,-0.453146993,0.138498234,-3.271861151,0.00106842,0.006629803,
Cys1,151.3548299,-0.875789355,0.267695411,-3.271588977,0.001069449,0.006634144,
RP23-152P11.2,228.2573053,-0.717233261,0.219343489,-3.26990905,0.001075821,0.006671612,
Cirbp,5319.995408,-0.419892944,0.12846245,-3.268604515,0.001080793,0.006698068,
Fbxl16,2985.782205,0.39510787,0.12088251,3.268528014,0.001081085,0.006698068,
Islr,2363.353482,0.371692609,0.113718096,3.268544081,0.001081023,0.006698068,
Txnrd3,94.756457,-1.337562511,0.409256132,-3.268277263,0.001082043,0.006701944,
RP23-448A11.8,222.6507339,-0.916150394,0.280359811,-3.267766483,0.001083998,0.006711985,
RP23-14P23.8,47.78895767,1.251727391,0.38316486,3.266811554,0.001087661,0.006732595,
Arhgef10l,2514.187914,0.397036535,0.121559317,3.266195839,0.001090028,0.006743106,
Cyp26b1,243.3418231,1.207826488,0.369786678,3.266279078,0.001089708,0.006743106,
S1pr2,520.9899503,0.506688603,0.155192451,3.264904965,0.001095008,0.006771831,
Bsg,18719.7626,-0.397116771,0.121654824,-3.264291189,0.001097383,0.006783155,
Casc3,2190.36396,0.382991429,0.117328797,3.264257697,0.001097513,0.006783155,
Pmp22,18358.08523,-0.628118349,0.192441533,-3.263943807,0.00109873,0.006788591,
Cyth3,2000.284561,0.353644896,0.108369878,3.263313613,0.001101176,0.006801619,
AC157931.3,133.2047541,1.206935901,0.3698978,3.262890188,0.001102822,0.0068097,
Acacb,137.9630573,0.9601541,0.294443897,3.260906778,0.001110565,0.00685541,
Cckbr,14.7766399,-1.646925159,0.505109052,-3.260533847,0.001112027,0.006862327,
Nat14,331.1495937,-0.581024329,0.1783008,-3.258674819,0.001119339,0.006905333,
Cdk8,446.3842051,-0.54347728,0.16681092,-3.258043775,0.001121831,0.006917359,
Pantr2,7.776023951,-1.662357452,0.510237488,-3.258007279,0.001121975,0.006917359,
RP23-227N11.1,28.16529786,-1.371279178,0.420922067,-3.25779826,0.001122802,0.006920337,
Mill2,167.3487438,0.890295764,0.273362011,3.25683792,0.001126607,0.006939543,
Syce2,135.8982646,-0.93081602,0.285803507,-3.256839037,0.001126603,0.006939543,
RP23-423L9.3,9.536232424,1.661049859,0.510077412,3.256466212,0.001128084,0.006946511,
RP24-378G4.3,1818.276015,0.552293224,0.169659428,3.255305234,0.001132706,0.00697284,
RP23-349P20.2,9.237410393,-1.653528952,0.508061719,-3.254582837,0.00113559,0.006988462,
Fam213b,1232.848522,-0.461652865,0.141899067,-3.253389014,0.001140373,0.007013716,
Plbd2,2495.795971,0.357006048,0.109733739,3.253384525,0.001140391,0.007013716,
Rgmb,5476.022342,0.356939336,0.109721471,3.253140267,0.001141371,0.007017604,
Dcp2,1162.93584,-0.679936555,0.209058772,-3.252370358,0.001144468,0.007034495,
Cbfa2t2,363.1973751,-0.654530803,0.201301931,-3.251487956,0.001148026,0.007052062,
Dlk2,355.7327346,-0.598341166,0.184018213,-3.25153231,0.001147847,0.007052062,
Dpysl2,13469.98817,-0.428386847,0.131774946,-3.250897533,0.001150413,0.007064568,
RP23-388P16.10,7.150014355,1.62269921,0.499355345,3.249588146,0.001155723,0.007095009,
S100a6,10312.04842,-0.515460322,0.158638954,-3.249267025,0.001157028,0.007100251,
Shh,177.3783299,0.76140099,0.234334572,3.249204682,0.001157282,0.007100251,
Clcn2,404.3744849,0.841628619,0.259132898,3.247864799,0.001162745,0.007131295,
Slc6a8,793.4068004,-0.64610755,0.198937589,-3.247790191,0.00116305,0.007131295,
Ankrd13c,118.0475701,1.127466515,0.347254166,3.246804859,0.001167084,0.007153851,
Cast,1541.376355,0.619098788,0.190688107,3.246656541,0.001167692,0.007155401,
Scube2,61.65128711,1.161018778,0.357677322,3.245994946,0.001170409,0.007169869,
Gen1,74.18369882,1.216551756,0.375150906,3.242833049,0.001183475,0.007247707,
Arl3,2158.397854,-0.444635657,0.137121422,-3.24264182,0.00118427,0.007250368,
Rchy1,313.7134098,-0.868116668,0.267736825,-3.242425354,0.00118517,0.007253672,
RP24-298N7.11,11.79794751,1.64392098,0.507034908,3.242224456,0.001186006,0.007256582,
Rab27a,246.3396748,0.714940747,0.220576168,3.241242026,0.001190101,0.007279427,
Pappa2,351.1107354,1.069095959,0.329892221,3.240743162,0.001192185,0.007289962,
Hrh1,42.03742669,1.401902803,0.432617177,3.240515812,0.001193137,0.007291771,
Surf1,737.2065831,-0.59334014,0.183101454,-3.240499336,0.001193206,0.007291771,
RP23-113M20.5,48.67404637,1.159401435,0.358008994,3.23847013,0.001201726,0.007341613,
Pcdhb5,74.5915636,1.067688251,0.329732283,3.238045855,0.001203515,0.00735031,
Klhl33,159.8334588,-0.863125216,0.266651334,-3.236905677,0.001208333,0.007377502,
Pgm1,261.4366757,-0.638660634,0.197312929,-3.236790595,0.001208821,0.007378241,
Gtf3a,1616.850506,-0.492068732,0.152042354,-3.236392492,0.001210508,0.007385184,
Rsad1,247.825751,0.757127514,0.233944941,3.236349165,0.001210692,0.007385184,
Ahsa2,1090.879033,-0.709621393,0.219308528,-3.235721841,0.001213356,0.007399191,
Kcnk10,686.7211561,0.446186825,0.137935621,3.234746906,0.001217506,0.007422253,
Bcar3,363.7177998,0.68741583,0.212534141,3.234378369,0.001219078,0.007429589,
AC125459.1,10.76738064,-1.647871432,0.509503138,-3.234271411,0.001219535,0.007430123,
Polr2d,1148.008399,-0.449408472,0.138972005,-3.233805777,0.001221525,0.007439996,
Tnpo1,1418.774021,0.4550395,0.14077257,3.23244436,0.00122736,0.007473277,
H1f0,6941.579154,0.371437034,0.114921511,3.232093211,0.00122887,0.007473428,
Igsf11,695.1689013,-0.506960793,0.156849461,-3.232148784,0.001228631,0.007473428,
Rpl21,9186.553291,-0.483400435,0.14955119,-3.232340944,0.001227805,0.007473428,
Upf1,1459.843794,0.440854664,0.13639627,3.23216071,0.001228579,0.007473428,
Dbndd2,1334.008707,-0.56798447,0.175751391,-3.231749511,0.001230349,0.007480163,
Tmem101,599.5373371,-0.474272874,0.146809753,-3.230527012,0.001235622,0.007509958,
Lrp3,2533.418675,-0.496425238,0.153676256,-3.230331411,0.001236468,0.00751283,
Hp1bp3,2667.104692,0.358520579,0.111011069,3.229593063,0.001239665,0.007529985,
Layn,168.8840966,0.918654496,0.284520747,3.228778594,0.001243201,0.007549185,
Nfia,1471.086527,-0.777069163,0.240724323,-3.228045898,0.00124639,0.007566266,
Batf3,63.22141564,-1.046325098,0.324193795,-3.227467998,0.00124891,0.007578789,
Tprn,395.9665886,-0.714340581,0.221336216,-3.227400355,0.001249205,0.007578789,
Fermt2,24.49032957,1.483381352,0.459648847,3.227205643,0.001250056,0.007581664,
Dzip1,826.4171721,-0.800102346,0.248012286,-3.226059322,0.001255073,0.007609804,
Csrnp3,1315.43122,0.512705993,0.159038025,3.22379502,0.001265039,0.00766792,
Zfp516,874.5700852,0.461892761,0.14330274,3.223195596,0.00126769,0.007681672,
Tesk1,879.4857593,-0.488961086,0.151741445,-3.222330493,0.001271524,0.007702588,
Cdh12,152.5652397,1.066710632,0.331144767,3.221281865,0.001276186,0.007728504,
Larp4,1187.590086,0.430173875,0.1335576,3.220886533,0.001277947,0.007736845,
Abcb6,173.3706136,-1.624477289,0.50444589,-3.220320197,0.001280475,0.007749817,
Rbx1,4620.897004,-0.427417314,0.132768864,-3.219258662,0.001285225,0.007776229,
Ppan,803.7297443,-0.445093037,0.138279571,-3.218790978,0.001287323,0.007786583,
St7,241.4717721,-0.774432761,0.240623165,-3.218446415,0.001288871,0.007793603,
Sox4,2439.215689,0.365035834,0.11343949,3.217890294,0.001291372,0.007806384,
G3bp2,4010.747523,0.375398067,0.116680892,3.217305415,0.001294008,0.007819033,
Med31,514.8771927,-0.560073951,0.174084484,-3.217253708,0.001294241,0.007819033,
Dse,498.6079798,0.471853093,0.146698103,3.216490765,0.001297687,0.00783592,
Zfp395,502.7288527,0.523243475,0.162676686,3.216462596,0.001297815,0.00783592,
Trim56,197.9047515,0.797613375,0.247989784,3.216315452,0.00129848,0.007837589,
Fkbp5,986.060322,0.527248338,0.16393419,3.216219489,0.001298914,0.007837861,
RP23-411B7.7,167.7498997,0.731366324,0.227447103,3.215544697,0.001301972,0.007853958,
Olig3,20.97567214,-1.533729518,0.477086664,-3.214781788,0.001305437,0.007870145,
Slc25a5,7367.10143,-0.356318515,0.110836771,-3.214804194,0.001305335,0.007870145,
Kif9,41.41831278,1.162916994,0.361779504,3.214435809,0.001307011,0.007877276,
Osbp2,593.2324709,0.544701756,0.169463246,3.214276649,0.001307736,0.007879286,
Senp6,1584.97692,-0.400452097,0.124605012,-3.213772001,0.001310037,0.007890785,
Gcnt4,82.81592095,1.050064368,0.326932045,3.211873489,0.001318724,0.00794074,
Il10rb,18.05218865,1.549522656,0.482476124,3.211604844,0.001319958,0.007945792,
Lhpp,460.9861729,-0.511972355,0.159480503,-3.210250434,0.001326194,0.007980944,
RP23-45E20.3,8.135341279,-1.628926238,0.507588119,-3.209149657,0.001331282,0.008009169,
RP24-213J23.4,28.08503223,-1.380906112,0.430355564,-3.208756263,0.001333105,0.00801774,
Zcrb1,1364.166322,-0.463366337,0.144426482,-3.208319763,0.00133513,0.008027522,
Entpd5,563.1196638,0.751657184,0.234325769,3.207744445,0.001337803,0.008041195,
B4galt5,3344.072392,0.424579068,0.13236752,3.207577424,0.00133858,0.008043465,
Col8a2,746.6527401,0.518977943,0.16183839,3.206766589,0.001342359,0.008063763,
Map3k5,445.6032852,0.687105127,0.214322565,3.205939268,0.001346224,0.008084571,
Akap7,688.7418415,0.42656887,0.133137498,3.203972412,0.001355455,0.008135552,
Josd2,1340.231479,-0.407600622,0.127220583,-3.203888978,0.001355847,0.008135552,
Rps27rt,12400.63893,-0.556828462,0.173798573,-3.203872458,0.001355925,0.008135552,
Nap1l5,3811.430166,-0.34066437,0.106386101,-3.202151086,0.001364054,0.008181888,
Sst,696.847116,-1.634929391,0.51076251,-3.200958097,0.001369714,0.008213392,
Kat6b,514.4614955,0.574413266,0.179513974,3.199824808,0.001375111,0.0082433,
Grrp1,162.1251365,-0.792872378,0.247910543,-3.198219681,0.001382789,0.008286857,
Catsperg1,26.71020405,1.404244055,0.439085677,3.198109454,0.001383318,0.008287559,
Prdx5,235.0904747,-1.126269156,0.352304238,-3.196865192,0.001389298,0.008320914,
Hoxd3os1,362.6593136,-0.671864968,0.210204837,-3.196239339,0.001392316,0.008336506,
Camkk2,1654.930456,0.430552822,0.134736944,3.195506808,0.001395855,0.008355212,
Atf7,1126.871196,-0.582762808,0.182395974,-3.195042052,0.001398105,0.008361871,
Gatad2b,1454.17137,0.410652244,0.128525231,3.195109951,0.001397776,0.008361871,
Retsat,60.54232612,-1.024161392,0.320549324,-3.195019662,0.001398213,0.008361871,
Mrps15,1464.47809,-0.452842238,0.141738062,-3.194923318,0.00139868,0.008362179,
Daw1,6.085678769,-1.574208762,0.492766389,-3.19463502,0.001400078,0.008368052,
Serpinb1b,187.3266462,-0.889459395,0.27844854,-3.194340311,0.001401508,0.008374114,
Cpne2,1050.835043,-0.50373517,0.157725327,-3.193749418,0.00140438,0.008388783,
Gdi1,903.3557345,0.871945137,0.273086324,3.192928616,0.001408378,0.008407676,
St3gal1,872.8774123,0.550980313,0.17256249,3.1929321,0.001408361,0.008407676,
Pcsk1,446.3456217,0.606227707,0.189882984,3.192638406,0.001409794,0.008413635,
Nrn1,330.961516,0.654922898,0.205160547,3.192245817,0.001411711,0.008422584,
Dll3,185.1415542,-0.751390438,0.235396902,-3.192014979,0.00141284,0.008424444,
Fgf2,268.3788616,0.610447021,0.191249815,3.191882937,0.001413486,0.008424444,
Mtch1,9123.378499,-0.400001774,0.125320125,-3.1918399,0.001413697,0.008424444,
RP24-443D19.8,41.07225128,1.280516193,0.40118411,3.191841754,0.001413688,0.008424444,
Mtx1,728.8733021,-0.604086297,0.189315293,-3.190900672,0.0014183,0.008449377,
Med12,719.6126374,-0.887476926,0.278140589,-3.190749426,0.001419043,0.008451301,
Arhgef5,63.57665313,-1.231087097,0.38588207,-3.190319507,0.001421156,0.008461382,
Nyap2,538.1098928,0.549191405,0.172190316,3.189444209,0.001425467,0.008484538,
Ahnak2,7062.356713,0.447769673,0.140424112,3.188695077,0.001429165,0.008504041,
Psen1,108.9092463,0.992636222,0.311323806,3.188436616,0.001430444,0.008509133,
Lmo2,428.1405725,-0.581131471,0.182309402,-3.187611092,0.001434533,0.00853094,
Fbxw8,2750.8841,0.354541074,0.111247308,3.186963173,0.001437751,0.008547549,
Xkr4,214.008655,0.929755572,0.291776572,3.18653265,0.001439892,0.008557755,
Ccnd1,2497.265974,0.531591627,0.166865893,3.18574167,0.001443835,0.008578652,
Ppm1h,27.95976722,1.616264255,0.507446653,3.185091958,0.00144708,0.0085954,
Lars2,41784.67848,-1.178250462,0.369986384,-3.184577899,0.001449653,0.008608142,
Zmat5,651.9047409,-0.66323358,0.208281328,-3.184316074,0.001450965,0.008613393,
Amer1,1134.577993,0.457861749,0.143800484,3.184007001,0.001452515,0.008620054,
H2-D1,2456.045172,-0.349347802,0.109725135,-3.183844811,0.001453329,0.008620295,
Tstd1,132.1986514,-0.999164972,0.313825017,-3.183828308,0.001453412,0.008620295,
Commd6,673.9838019,-0.496553375,0.155974242,-3.183560098,0.001454759,0.008623206,
RP23-226O20.9,36.32277225,1.244316165,0.390856599,3.18356187,0.00145475,0.008623206,
Sv2c,6914.456936,0.388800678,0.122142766,3.183165819,0.001456742,0.008632416,
RP24-443M8.2,30.60390511,1.329875505,0.417874901,3.182472798,0.001460232,0.008650555,
Ryr2,66.30981034,1.287364278,0.404552411,3.182194055,0.001461638,0.008656339,
RP24-399L6.1,8.349943872,1.625199243,0.510814531,3.181583813,0.001464721,0.008672046,
Gm23547,7.95336009,-1.614613367,0.507622323,-3.180737513,0.001469007,0.008694861,
RP23-370B22.4,25.53173567,-1.4700077,0.462354225,-3.179397143,0.001475817,0.008732606,
Maip1,644.825852,-0.498813298,0.156901454,-3.179150255,0.001477075,0.00873748,
Prdm6,144.5724722,0.965813937,0.303833107,3.178764636,0.001479041,0.008746542,
Klf2,723.6694409,-0.482658921,0.151857907,-3.178358829,0.001481113,0.008756223,
Reep6,112.6538717,-0.892923039,0.281009687,-3.17755252,0.001485238,0.00877803,
Kcnb1,2238.929878,0.4647354,0.146278972,3.177048578,0.001487821,0.008788139,
Repin1,619.1478952,0.489853675,0.154183755,3.177077095,0.001487675,0.008788139,
Ube3c,2231.79268,0.334067798,0.105189157,3.17587673,0.001493844,0.008821128,
Igsf3,17.99392587,1.590406655,0.501083694,3.173934165,0.001503878,0.008877774,
Stac,2861.034671,0.403856195,0.12729879,3.172506148,0.001511294,0.008918935,
RP23-317F9.2,223.3853209,-0.681677045,0.214897913,-3.172097093,0.001513424,0.008928891,
Braf,20.84471035,1.458608605,0.459966789,3.171117221,0.001518539,0.008956442,
Abhd3,267.8060566,-0.601051375,0.189595117,-3.170183837,0.001523425,0.008982632,
RP23-189B9.2,43.05907531,1.200870733,0.378837934,3.169879853,0.00152502,0.008989403,
RP24-482A24.11,257.1240188,-0.69766038,0.220097707,-3.169775769,0.001525566,0.008989991,
Plat,899.5239453,0.466579782,0.147212451,3.169431523,0.001527374,0.008995382,
Zfp719,108.3408848,0.857781934,0.270636478,3.169498589,0.001527022,0.008995382,
Pfdn1,2635.820818,-0.483189758,0.152508712,-3.168276435,0.001533456,0.009028561,
Ppapdc1a,445.8407379,-0.558600151,0.176364384,-3.167307013,0.001538578,0.009056067,
Uxs1,374.9609339,0.819475625,0.258737038,3.167214216,0.001539069,0.00905631,
Mrps6,1266.226722,-0.536948572,0.169590062,-3.166155884,0.00154468,0.009086671,
Cdh24,543.789546,-0.653449627,0.206398468,-3.16596162,0.001545712,0.009087432,
Zcchc17,1286.269622,-0.416159163,0.131447071,-3.165982786,0.001545599,0.009087432,
Lage3,504.412614,-0.551606462,0.174248653,-3.165628273,0.001547484,0.009095196,
Rims2,1128.80223,0.387200048,0.122322154,3.165412277,0.001548634,0.009099295,
Nacc2,2694.432537,0.38208805,0.120730173,3.164809939,0.001551843,0.009112834,
Psmd5,130.4825526,-1.075713849,0.339894484,-3.16484644,0.001551648,0.009112834,
Fer1l5,217.5899338,0.651011949,0.20572893,3.164416151,0.001553944,0.009122514,
Gdap1,1853.877973,0.36255454,0.114605468,3.163501232,0.001558837,0.009148569,
Ensa,3896.335348,0.349094304,0.110392226,3.162308773,0.001565235,0.009180767,
Zkscan2,28.26780322,1.41551977,0.447618591,3.162334626,0.001565096,0.009180767,
Epn3,539.9153524,0.625165449,0.197728359,3.161738923,0.001568301,0.009193394,
Ndufa2,3008.778246,-0.584620088,0.184902129,-3.161781266,0.001568073,0.009193394,
Wwc1,311.4143092,-0.99501104,0.314895925,-3.159809193,0.001578725,0.009251806,
Txndc12,1046.065888,-0.487691146,0.154377754,-3.159076572,0.001582699,0.009272397,
Tbc1d10a,559.0107249,-0.97466557,0.30856441,-3.158710265,0.001584689,0.009281358,
Rfc2,1212.592482,-0.402601936,0.127466168,-3.158500346,0.001585831,0.009285344,
Rnf38,789.2934076,0.856430804,0.271187369,3.158077773,0.001588132,0.009296111,
Trim37,33.08665169,1.310689797,0.415090684,3.157598683,0.001590744,0.009308695,
Hexa,1710.242748,-0.437535194,0.138584851,-3.157164653,0.001593114,0.009319854,
Pias3,415.4856746,0.731119179,0.231597367,3.156854455,0.001594809,0.009327063,
Cbr1,2034.946143,-0.403691499,0.127887331,-3.156618364,0.001596101,0.009327488,
Kcnv1,512.4778148,0.570792479,0.180825824,3.156587194,0.001596272,0.009327488,
Usp12,2911.632281,0.37081274,0.117467995,3.156712951,0.001595583,0.009327488,
Prdm11,500.6491439,0.534402503,0.16930226,3.156499513,0.001596752,0.009327586,
Arl2bp,131.6607332,1.209465196,0.383182508,3.156368492,0.001597469,0.009329071,
Dexi,642.6592709,-0.471672103,0.149467563,-3.155682026,0.001601233,0.009343205,
Dlgap1,934.44657,-0.43862755,0.138996504,-3.155673257,0.001601281,0.009343205,
Ppp1r9a,867.5747845,-0.567195946,0.179733913,-3.155753618,0.00160084,0.009343205,
Gnb4,2912.631338,0.413029747,0.130890375,3.155539486,0.001602016,0.009344783,
Nefh,15606.63465,0.341420842,0.108201626,3.155413234,0.001602709,0.009346121,
Idh3b,100.173523,-0.902992093,0.286187051,-3.155251398,0.001603599,0.009348599,
Mrps28,691.7044236,-0.544279093,0.172510525,-3.15504861,0.001604714,0.009352392,
Rps17,10972.32369,-0.498664134,0.158087851,-3.154348243,0.00160857,0.009372155,
Mfap4,1014.360742,-0.63161842,0.200261047,-3.153975415,0.001610627,0.009381422,
Cttnbp2,201.6119872,-0.808842918,0.256516535,-3.153180432,0.001615019,0.009404289,
Sox14,6.503444392,-1.589622386,0.504185507,-3.152852203,0.001616836,0.009412148,
Sstr2,51.03711751,-1.181755341,0.374931508,-3.151923257,0.001621989,0.009439413,
Car10,788.683521,0.646509462,0.205181928,3.150908409,0.001627635,0.009469536,
Adgrv1,83.65080511,-0.955843633,0.303432528,-3.150102729,0.001632131,0.009492947,
RP23-71G16.2,143.3258851,-0.744524311,0.236370129,-3.149824018,0.001633688,0.009497008,
RP24-351J24.2,11.96086686,-1.578185957,0.501041789,-3.149809041,0.001633772,0.009497008,
Kctd11,150.4041394,0.724530362,0.230048642,3.149465931,0.001635692,0.009505423,
Chrm5,6.795961201,1.565874719,0.497205149,3.149353387,0.001636322,0.009506341,
Med30,754.7940492,-0.478945229,0.152119604,-3.148478024,0.001641231,0.009532108,
Car2,349.9396809,-0.540989372,0.171842269,-3.14817405,0.001642938,0.009537594,
RP24-471H15.8,89.42279723,0.991001322,0.31478934,3.148141303,0.001643122,0.009537594,
Car9,23.09272835,1.446366016,0.45944894,3.148045169,0.001643663,0.009537982,
Npas2,111.2820133,1.082443766,0.343929729,3.147281768,0.001647961,0.009557413,
Ufd1l,128.5445851,0.943647255,0.299824197,3.147335217,0.001647659,0.009557413,
Atp5l,5804.31286,-0.483084682,0.153518356,-3.146755177,0.001650931,0.009571884,
Rnf25,407.8953668,0.621476872,0.197513207,3.146507934,0.001652328,0.009577223,
Khdrbs3,960.2189106,-0.474382924,0.150795077,-3.145878049,0.00165589,0.009589591,
RP24-220A15.1,11.95779428,-1.576058904,0.500982341,-3.145937044,0.001655556,0.009589591,
Rsrc2,661.9296821,0.684739898,0.217661192,3.145897956,0.001655778,0.009589591,
Rps3a1,16621.43239,-0.413706887,0.13152796,-3.145391195,0.001658649,0.009602804,
RP23-207N5.1,256.9284896,-1.595894953,0.507451129,-3.144923444,0.001661303,0.009615406,
Fan1,96.83156321,0.961819182,0.305877554,3.144458194,0.001663947,0.009627941,
Snhg6,1397.206076,-0.483397799,0.153743692,-3.144179715,0.001665531,0.00963434,
Cops3,1936.368277,-0.428500954,0.136302081,-3.14375944,0.001667925,0.009645415,
Fam84a,196.6098607,-0.792201577,0.252007091,-3.143568593,0.001669013,0.009647135,
RP23-230H3.7,35.32331663,-1.198422181,0.381233412,-3.143539221,0.00166918,0.009647135,
RP23-122F14.1,29.15618879,-1.358693906,0.43224204,-3.143363624,0.001670182,0.009648038,
Slc29a1,382.0746934,-0.860958201,0.273898829,-3.143343855,0.001670295,0.009648038,
C1s1,189.4817317,0.665953427,0.211872351,3.143182313,0.001671217,0.009650596,
6-Sep,52.73868411,1.513630719,0.481580188,3.143050224,0.001671971,0.009652184,
Rpl37a,360.2088958,-0.533975424,0.169903969,-3.142807237,0.00167336,0.009657431,
Gcn1l1,1313.431718,-0.385782582,0.122761842,-3.142528452,0.001674954,0.009661094,
Gdpgp1,120.1790647,0.868804149,0.276461997,3.142580751,0.001674655,0.009661094,
Gpr17,190.9831557,-1.280553313,0.407530551,-3.142226539,0.001676683,0.009668293,
Erh,285.4658298,-0.644215462,0.205192244,-3.13957024,0.001691958,0.0097512,
Lnx2,344.4966546,0.549102086,0.174900698,3.139507692,0.00169232,0.0097512,
Slc31a1,6.855449548,1.559766309,0.496824054,3.139474218,0.001692513,0.0097512,
Ncoa6,287.8505783,-0.670884318,0.213721522,-3.139058303,0.001694917,0.009762258,
Gatsl3,281.4658873,-0.732192375,0.23326619,-3.138870557,0.001696003,0.009765721,
Sc5d,209.6461626,-0.821605805,0.26177188,-3.138632787,0.00169738,0.009770854,
Fbxo22,148.4119183,-1.218086537,0.388108309,-3.138522185,0.001698021,0.009771748,
Lmf1,829.736749,-0.543232418,0.173124662,-3.13781071,0.001702148,0.009792698,
Fam134c,1558.102511,0.358762896,0.114353006,3.137328086,0.001704952,0.009803232,
RP23-253G12.9,34.8159276,1.401425515,0.446691435,3.137345842,0.001704849,0.009803232,
Stat2,885.9983631,0.472391337,0.150608745,3.136546523,0.001709503,0.009826593,
Pabpc1l2b-ps,163.576663,0.838904886,0.267483173,3.136290323,0.001710997,0.009832375,
RP23-449F12.8,31.23484919,-1.362055019,0.43438164,-3.135618302,0.001714922,0.009852119,
Dus1l,850.6760781,-0.545559023,0.174003434,-3.135334801,0.001716581,0.009853213,
mt-Co2,56470.00931,-0.537612547,0.171461253,-3.135475433,0.001715758,0.009853213,
Sirt1,266.7919324,-0.632353145,0.201685799,-3.135337978,0.001716562,0.009853213,
Col9a2,1688.517206,-0.445578187,0.14214175,-3.134745333,0.001720034,0.009870219,
Slc5a7,127.3495936,-0.989386194,0.315637331,-3.134566469,0.001721083,0.009873424,
Flrt2,456.2125584,0.471767565,0.150538969,3.13385675,0.001725251,0.009894516,
AC140283.1,16.9049308,-1.527939068,0.487665654,-3.133169323,0.001729297,0.009914896,
